Institute,Branch Name,Quota,Category,Seat Pool,Opening Rank,Closing Rank,Round No,State
NIT Rourkela,"Computer Science (4 Years, Bachelor of Technology)",OS,OBC-NCL-PwD,Gender-Neutral,45,45,1,Odhisa
NIT Rourkela,"Computer Science (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,191,392,1,Odhisa
NIT Rourkela,"Computer Science (4 Years, Bachelor of Technology)",OS,SC-PwD,Gender-Neutral,22,22,1,Odhisa
NIT Rourkela,"Computer Science (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,53,181,1,Odhisa
NIT Rourkela,"Computer Science (4 Years, Bachelor of Technology)",OS,GEN,Female-Only,1358,5047,1,Odhisa
NIT Rourkela,"Computer Science (4 Years, Bachelor of Technology)",OS,GEN-PwD,Female-Only,166,166,1,Odhisa
NIT Rourkela,"Computer Science (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,2713,2902,1,Odhisa
NIT Rourkela,"Computer Science (4 Years, Bachelor of Technology)",OS,SC,Female-Only,741,741,1,Odhisa
NIT Rourkela,"Computer Science (4 Years, Bachelor of Technology)",OS,ST,Female-Only,352,352,1,Odhisa
NIT Rourkela,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,GEN,Gender-Neutral,5257,7211,1,Odhisa
NIT Rourkela,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,GEN-PwD,Gender-Neutral,285,285,1,Odhisa
NIT Rourkela,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,793,836,1,Odhisa
NIT Rourkela,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,1700,2869,1,Odhisa
NIT Rourkela,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL-PwD,Gender-Neutral,107,107,1,Odhisa
NIT Rourkela,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1072,1205,1,Odhisa
NIT Rourkela,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC-PwD,Gender-Neutral,135,135,1,Odhisa
NIT Rourkela,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,263,516,1,Odhisa
NIT Rourkela,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,GEN,Female-Only,11528,13010,1,Odhisa
NIT Rourkela,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,3906,4274,1,Odhisa
NIT Rourkela,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,2598,2598,1,Odhisa
NIT Rourkela,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-Only,670,670,1,Odhisa
NIT Rourkela,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,GEN,Gender-Neutral,3598,5018,1,Odhisa
NIT Rourkela,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,596,596,1,Odhisa
NIT Rourkela,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,1511,1706,1,Odhisa
NIT Rourkela,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL-PwD,Gender-Neutral,95,95,1,Odhisa
NIT Rourkela,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,641,992,1,Odhisa
NIT Rourkela,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,392,465,1,Odhisa
NIT Rourkela,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,GEN,Female-Only,8332,8917,1,Odhisa
NIT Rourkela,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,2924,2924,1,Odhisa
NIT Rourkela,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,1569,1569,1,Odhisa
NIT Rourkela,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-Only,628,628,1,Odhisa
NIT Rourkela,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,GEN,Gender-Neutral,6540,9210,1,Odhisa
NIT Rourkela,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,GEN-PwD,Gender-Neutral,249,249,1,Odhisa
NIT Rourkela,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1036,1057,1,Odhisa
NIT Rourkela,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2489,3148,1,Odhisa
NIT Rourkela,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL-PwD,Gender-Neutral,170,170,1,Odhisa
NIT Rourkela,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,923,1506,1,Odhisa
NIT Rourkela,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,183,596,1,Odhisa
NIT Rourkela,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST-PwD,Gender-Neutral,15,15,1,Odhisa
NIT Rourkela,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,GEN,Female-Only,13448,16296,1,Odhisa
NIT Rourkela,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,6872,7413,1,Odhisa
NIT Rourkela,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL-PwD,Female-Only,655,655,1,Odhisa
NIT Rourkela,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,3388,3388,1,Odhisa
NIT Rourkela,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-Only,1015,1015,1,Odhisa
NIT Rourkela,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,GEN,Gender-Neutral,15039,19319,1,Odhisa
NIT Rourkela,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,GEN-PwD,Gender-Neutral,1217,1217,1,Odhisa
NIT Rourkela,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2601,2601,1,Odhisa
NIT Rourkela,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6948,7324,1,Odhisa
NIT Rourkela,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3118,3895,1,Odhisa
NIT Rourkela,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1418,1499,1,Odhisa
NIT Rourkela,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,GEN,Female-Only,24301,28233,1,Odhisa
NIT Rourkela,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,11568,11568,1,Odhisa
NIT Rourkela,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,6307,6307,1,Odhisa
NIT Rourkela,"Mining Engineering  (4 Years, Bachelor of Technology)",OS,GEN,Gender-Neutral,19095,23269,1,Odhisa
NIT Rourkela,"Mining Engineering  (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2889,2889,1,Odhisa
NIT Rourkela,"Mining Engineering  (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5871,7688,1,Odhisa
NIT Rourkela,"Mining Engineering  (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3551,3971,1,Odhisa
NIT Rourkela,"Mining Engineering  (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1536,1536,1,Odhisa
NIT Rourkela,"Mining Engineering  (4 Years, Bachelor of Technology)",OS,GEN,Female-Only,25215,28929,1,Odhisa
NIT Rourkela,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,GEN,Gender-Neutral,6090,9339,1,Odhisa
NIT Rourkela,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,GEN-PwD,Gender-Neutral,492,492,1,Odhisa
NIT Rourkela,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1049,1049,1,Odhisa
NIT Rourkela,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2592,3720,1,Odhisa
NIT Rourkela,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1634,2561,1,Odhisa
NIT Rourkela,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,718,1147,1,Odhisa
NIT Rourkela,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,GEN,Female-Only,12174,13918,1,Odhisa
NIT Rourkela,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,3773,4960,1,Odhisa
NIT Rourkela,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,3137,3137,1,Odhisa
NIT Rourkela,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,GEN,Gender-Neutral,17017,24325,1,Odhisa
NIT Rourkela,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3775,3775,1,Odhisa
NIT Rourkela,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,7238,9370,1,Odhisa
NIT Rourkela,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2068,2086,1,Odhisa
NIT Rourkela,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1694,1694,1,Odhisa
NIT Rourkela,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,GEN,Female-Only,25330,25330,1,Odhisa
NIT Rourkela,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,9172,9172,1,Odhisa
NIT Rourkela,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,6440,6440,1,Odhisa
NIT Rourkela,"Industrial Design (4 Years, Bachelor of Technology)",OS,GEN,Gender-Neutral,14940,21307,1,Odhisa
NIT Rourkela,"Industrial Design (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2942,2942,1,Odhisa
NIT Rourkela,"Industrial Design (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5904,6971,1,Odhisa
NIT Rourkela,"Industrial Design (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1990,4424,1,Odhisa
NIT Rourkela,"Industrial Design (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1955,1955,1,Odhisa
NIT Rourkela,"Industrial Design (4 Years, Bachelor of Technology)",OS,GEN,Female-Only,26053,26396,1,Odhisa
NIT Rourkela,"Industrial Design (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,11747,11747,1,Odhisa
NIT Rourkela,"Food Process Engineering (4 Years, Bachelor of Technology)",OS,GEN,Gender-Neutral,23230,27150,1,Odhisa
NIT Rourkela,"Food Process Engineering (4 Years, Bachelor of Technology)",OS,GEN-PwD,Gender-Neutral,355,355,1,Odhisa
NIT Rourkela,"Food Process Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3548,3548,1,Odhisa
NIT Rourkela,"Food Process Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,8609,9213,1,Odhisa
NIT Rourkela,"Food Process Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4009,4056,1,Odhisa
NIT Rourkela,"Food Process Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1569,1569,1,Odhisa
NIT Rourkela,"Food Process Engineering (4 Years, Bachelor of Technology)",OS,GEN,Female-Only,27711,27711,1,Odhisa
NIT Rourkela,"Food Process Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,13270,13270,1,Odhisa
NIT Rourkela,"Food Process Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,7085,7085,1,Odhisa
NIT Rourkela,"Architecture  (5 Years, Bachelor of Architecture)",OS,GEN,Gender-Neutral,861,1395,1,Odhisa
NIT Rourkela,"Architecture  (5 Years, Bachelor of Architecture)",OS,EWS,Gender-Neutral,204,204,1,Odhisa
NIT Rourkela,"Architecture  (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Gender-Neutral,489,535,1,Odhisa
NIT Rourkela,"Architecture  (5 Years, Bachelor of Architecture)",OS,SC,Gender-Neutral,45,62,1,Odhisa
NIT Rourkela,"Architecture  (5 Years, Bachelor of Architecture)",OS,ST,Gender-Neutral,71,71,1,Odhisa
NIT Rourkela,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,GEN,Gender-Neutral,15429,15816,1,Odhisa
NIT Rourkela,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,EWS,Gender-Neutral,2497,2497,1,Odhisa
NIT Rourkela,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Gender-Neutral,4445,4445,1,Odhisa
NIT Rourkela,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,Gender-Neutral,2575,2575,1,Odhisa
NIT Rourkela,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of
Technology (Dual Degree))",OS,GEN,Gender-Neutral,11326,19523,1,Odhisa
NIT Rourkela,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of
Technology (Dual Degree))",OS,GEN-PwD,Gender-Neutral,1376,1376,1,Odhisa
NIT Rourkela,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of
Technology (Dual Degree))",OS,EWS,Gender-Neutral,3251,3251,1,Odhisa
NIT Rourkela,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of
Technology (Dual Degree))",OS,OBC-NCL,Gender-Neutral,7724,8035,1,Odhisa
NIT Rourkela,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of
Technology (Dual Degree))",OS,SC,Gender-Neutral,4555,4555,1,Odhisa
NIT Rourkela,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,GEN,Gender-Neutral,20964,25022,1,Odhisa
NIT Rourkela,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,EWS,Gender-Neutral,3483,3483,1,Odhisa
NIT Rourkela,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Gender-Neutral,8046,8046,1,Odhisa
NIT Rourkela,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,Gender-Neutral,5190,5190,1,Odhisa
NIT Rourkela,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,ST,Gender-Neutral,1623,1623,1,Odhisa
NIT Rourkela,"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master
of Technology (Dual Degree))",OS,GEN,Gender-Neutral,27428,28007,1,Odhisa
NIT Rourkela,"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master
of Technology (Dual Degree))",OS,OBC-NCL,Gender-Neutral,9393,9439,1,Odhisa
NIT Rourkela,"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master
of Technology (Dual Degree))",OS,SC,Gender-Neutral,5249,5249,1,Odhisa
NIT Rourkela,"Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master
of Technology (Dual Degree))",OS,ST,Gender-Neutral,2441,2441,1,Odhisa
NIT Rourkela,"Chemistry (5 Years, Integrated Master of Science)",OS,GEN,Gender-Neutral,20017,24363,1,Odhisa
NIT Rourkela,"Chemistry (5 Years, Integrated Master of Science)",OS,EWS,Gender-Neutral,3471,3471,1,Odhisa
NIT Rourkela,"Chemistry (5 Years, Integrated Master of Science)",OS,OBC-NCL,Gender-Neutral,8215,9053,1,Odhisa
NIT Rourkela,"Chemistry (5 Years, Integrated Master of Science)",OS,SC,Gender-Neutral,3757,4001,1,Odhisa
NIT Rourkela,"Chemistry (5 Years, Integrated Master of Science)",OS,ST,Gender-Neutral,2639,2639,1,Odhisa
NIT Rourkela,"Physics (5 Years, Integrated Master of Science)",OS,GEN,Gender-Neutral,6007,12064,1,Odhisa
NIT Rourkela,"Physics (5 Years, Integrated Master of Science)",OS,EWS,Gender-Neutral,2186,2186,1,Odhisa
NIT Rourkela,"Physics (5 Years, Integrated Master of Science)",OS,OBC-NCL,Gender-Neutral,5390,7152,1,Odhisa
NIT Rourkela,"Physics (5 Years, Integrated Master of Science)",OS,SC,Gender-Neutral,451,1736,1,Odhisa
NIT Rourkela,"Physics (5 Years, Integrated Master of Science)",OS,ST,Gender-Neutral,1468,1468,1,Odhisa
NIT Rourkela,"Mathematics (5 Years, Integrated Master of Science)",OS,GEN,Gender-Neutral,3480,12297,1,Odhisa
NIT Rourkela,"Mathematics (5 Years, Integrated Master of Science)",OS,GEN-PwD,Gender-Neutral,623,623,1,Odhisa
NIT Rourkela,"Mathematics (5 Years, Integrated Master of Science)",OS,EWS,Gender-Neutral,2275,2275,1,Odhisa
NIT Rourkela,"Mathematics (5 Years, Integrated Master of Science)",OS,OBC-NCL,Gender-Neutral,4004,7355,1,Odhisa
NIT Rourkela,"Mathematics (5 Years, Integrated Master of Science)",OS,OBC-NCL-PwD,Gender-Neutral,1195,1195,1,Odhisa
NIT Rourkela,"Mathematics (5 Years, Integrated Master of Science)",OS,SC,Gender-Neutral,4733,4772,1,Odhisa
NIT Rourkela,"Mathematics (5 Years, Integrated Master of Science)",OS,ST,Gender-Neutral,1291,1291,1,Odhisa
NIT Rourkela,"Life Science (5 Years, Integrated Master of Science)",OS,GEN,Gender-Neutral,23108,36066,1,Odhisa
NIT Rourkela,"Life Science (5 Years, Integrated Master of Science)",OS,EWS,Gender-Neutral,4987,4987,1,Odhisa
NIT Rourkela,"Life Science (5 Years, Integrated Master of Science)",OS,OBC-NCL,Gender-Neutral,10444,11273,1,Odhisa
NIT Rourkela,"Life Science (5 Years, Integrated Master of Science)",OS,SC,Gender-Neutral,3846,4860,1,Odhisa
NIT Rourkela,"Life Science (5 Years, Integrated Master of Science)",OS,ST,Gender-Neutral,3379,3379,1,Odhisa
NIT Silchar,"Civil Engineering (4 Years, Bachelor of Technology)",OS,GEN,Gender-Neutral,20788,25599,1,Assam
NIT Silchar,"Civil Engineering (4 Years, Bachelor of Technology)",OS,GEN-PwD,Gender-Neutral,953,953,1,Assam
NIT Silchar,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3165,3476,1,Assam
NIT Silchar,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6682,7774,1,Assam
NIT Silchar,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL-PwD,Gender-Neutral,549,549,1,Assam
NIT Silchar,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4043,4491,1,Assam
NIT Silchar,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1096,1187,1,Assam
NIT Silchar,"Civil Engineering (4 Years, Bachelor of Technology)",OS,GEN,Female-Only,31555,33996,1,Assam
NIT Silchar,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-Only,4461,4461,1,Assam
NIT Silchar,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,12521,13972,1,Assam
NIT Silchar,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,5967,6500,1,Assam
NIT Silchar,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-Only,1922,1922,1,Assam
NIT Silchar,"Computer Science (4 Years, Bachelor of Technology)",OS,GEN,Gender-Neutral,5023,9751,1,Assam
NIT Silchar,"Computer Science (4 Years, Bachelor of Technology)",OS,GEN-PwD,Gender-Neutral,213,221,1,Assam
NIT Silchar,"Computer Science (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1133,1425,1,Assam
NIT Silchar,"Computer Science (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2774,3711,1,Assam
NIT Silchar,"Computer Science (4 Years, Bachelor of Technology)",OS,OBC-NCL-PwD,Gender-Neutral,110,110,1,Assam
NIT Silchar,"Computer Science (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1463,1914,1,Assam
NIT Silchar,"Computer Science (4 Years, Bachelor of Technology)",OS,SC-PwD,Gender-Neutral,64,64,1,Assam
NIT Silchar,"Computer Science (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,449,828,1,Assam
NIT Silchar,"Computer Science (4 Years, Bachelor of Technology)",OS,GEN,Female-Only,13069,15515,1,Assam
NIT Silchar,"Computer Science (4 Years, Bachelor of Technology)",OS,EWS,Female-Only,1890,1890,1,Assam
NIT Silchar,"Computer Science (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,4966,7035,1,Assam
NIT Silchar,"Computer Science (4 Years, Bachelor of Technology)",OS,SC,Female-Only,1766,3221,1,Assam
NIT Silchar,"Computer Science (4 Years, Bachelor of Technology)",OS,ST,Female-Only,1168,1168,1,Assam
NIT Silchar,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,GEN,Gender-Neutral,12346,18513,1,Assam
NIT Silchar,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,GEN-PwD,Gender-Neutral,878,1024,1,Assam
NIT Silchar,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2271,2535,1,Assam
NIT Silchar,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5404,6303,1,Assam
NIT Silchar,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL-PwD,Gender-Neutral,404,404,1,Assam
NIT Silchar,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1647,3619,1,Assam
NIT Silchar,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1201,1442,1,Assam
NIT Silchar,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,GEN,Female-Only,23619,29309,1,Assam
NIT Silchar,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-Only,3717,3717,1,Assam
NIT Silchar,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,11857,12189,1,Assam
NIT Silchar,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,6744,6785,1,Assam
NIT Silchar,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-Only,2858,2858,1,Assam
NIT Silchar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,GEN,Gender-Neutral,10736,14948,1,Assam
NIT Silchar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,GEN-PwD,Gender-Neutral,754,755,1,Assam
NIT Silchar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1778,1976,1,Assam
NIT Silchar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3903,5386,1,Assam
NIT Silchar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL-PwD,Gender-Neutral,420,420,1,Assam
NIT Silchar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2269,3068,1,Assam
NIT Silchar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1204,1548,1,Assam
NIT Silchar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,GEN,Female-Only,18917,21495,1,Assam
NIT Silchar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-Only,2787,2787,1,Assam
NIT Silchar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,8101,9240,1,Assam
NIT Silchar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,4944,5107,1,Assam
NIT Silchar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-Only,2764,2764,1,Assam
NIT Silchar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,GEN,Gender-Neutral,13820,19805,1,Assam
NIT Silchar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,GEN-PwD,Gender-Neutral,487,487,1,Assam
NIT Silchar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2425,2702,1,Assam
NIT Silchar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS-PwD,Gender-Neutral,108,108,1,Assam
NIT Silchar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5453,6851,1,Assam
NIT Silchar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL-PwD,Gender-Neutral,516,516,1,Assam
NIT Silchar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2810,4081,1,Assam
NIT Silchar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1203,1627,1,Assam
NIT Silchar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,GEN,Female-Only,28353,32094,1,Assam
NIT Silchar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-Only,4498,4498,1,Assam
NIT Silchar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,12611,13648,1,Assam
NIT Silchar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,5369,6450,1,Assam
NIT Silchar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-Only,1523,1523,1,Assam
NIT Silchar,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,GEN,Gender-Neutral,16863,20551,1,Assam
NIT Silchar,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,GEN-PwD,Gender-Neutral,1484,1484,1,Assam
NIT Silchar,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2687,3029,1,Assam
NIT Silchar,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6401,7495,1,Assam
NIT Silchar,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2847,4169,1,Assam
NIT Silchar,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2272,2467,1,Assam
NIT Silchar,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,GEN,Female-Only,22867,28620,1,Assam
NIT Silchar,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,11870,13420,1,Assam
NIT Silchar,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,6965,6965,1,Assam
NIT Srinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,GEN,Gender-Neutral,20523,33925,1,Jammu and Kahmir
NIT Srinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,GEN-PwD,Gender-Neutral,818,818,1,Jammu and Kahmir
NIT Srinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4340,4368,1,Jammu and Kahmir
